parent_qcode,parent_label,child_qcode,child_label,parent_definition,child_definition
medtop:20000913,diving,medtop:20000915,springboard diving,Competitors dive off a fixed or spring board and are assessed by seven judges giving marks up to ten for their acrobatic moves.,Divers dive from a high springboard.
medtop:20000913,diving,medtop:20000916,synchronised diving,Competitors dive off a fixed or spring board and are assessed by seven judges giving marks up to ten for their acrobatic moves.,Two competitors from the same team dive off at the same time from separate platforms or springboards. As well as being judged on the standard criteria they are also awarded marks for synchronisation.
medtop:20000919,dog racing,medtop:20000920,oval track dog racing,Dogs racing around a track,Pursuing an artificial rabbit around an oval track
medtop:20000919,dog racing,medtop:20000921,dog sled racing,Dogs racing around a track,Race with dogs harnessed to a sled
medtop:20000923,equestrian,medtop:20000924,cross-country horse riding,"Horse-based sport disciplines governed by the International Federation for Equestrian Sports, such as dressage, eventing, show jumping and vaulting",Equestrian event held on a designated circuit in the countryside featuring artificial and natural obstacles.
medtop:20000923,equestrian,medtop:20000925,dressage,"Horse-based sport disciplines governed by the International Federation for Equestrian Sports, such as dressage, eventing, show jumping and vaulting","A rider is judged on a series of moves at three different paces - walk, trot and gallop."
medtop:20000923,equestrian,medtop:20000926,horse jumping,"Horse-based sport disciplines governed by the International Federation for Equestrian Sports, such as dressage, eventing, show jumping and vaulting",A rider and horse attempt to jump a series of obstacles in an enclosed arena against the clock.
medtop:20000923,equestrian,medtop:20000927,three day eventing,"Horse-based sport disciplines governed by the International Federation for Equestrian Sports, such as dressage, eventing, show jumping and vaulting","Equestrian event involving three disciplines - Dressage, cross-country and show jumping"
medtop:20000923,equestrian,medtop:20000928,horse driving,"Horse-based sport disciplines governed by the International Federation for Equestrian Sports, such as dressage, eventing, show jumping and vaulting","Equestrian events involving horses being driven in harness, single vehicle around a course."
medtop:20000929,fencing,medtop:20000930,epee,Combat sport using a sword or foil.,Category of fencing using a weapon with a triangular cross-section blade and a large bell guard
medtop:20000929,fencing,medtop:20000931,foil,Combat sport using a sword or foil.,Category of fencing using a weapon with a rectangular cross-section blade and a small bell guard
medtop:20000929,fencing,medtop:20000932,sabre,Combat sport using a sword or foil.,A fencing weapon with a flat blade and knuckle guard used with cutting or thrusting moves
medtop:20000934,figure skating,medtop:20000935,ice dance,To obtain the best marks possible from nine judges who award scores after two prepared sections - both skated to music - during which competitors must attempt to achieve the greatest possible harmony between artistic flair and technical precision.,"Takes place over three days with, in order, two compulsory dances, the original dance (2min 30sec) and the free dance (4min)."
medtop:20000940,golf,medtop:20000941,mini golf,"A game to hit a small hard ball with different clubs around a course of typically 18 holes varying in distance and during a round. The object, depending on the scoring formulae, is to make the fewest strokes possible",A game where small hard balls must be holed on an artificial course in as few strokes from the club as possible
medtop:20000951,rhythmic gymnastics,medtop:20000943,ball (rhythmic gymnastics),Mixture of dance and gymnastic moves,An exercise based on suppleness of the body using a ball.
medtop:20000951,rhythmic gymnastics,medtop:20000945,clubs (rhythmic gymnastics),Mixture of dance and gymnastic moves,Dance and gymnastic moves whilst juggling clubs.
medtop:20000951,rhythmic gymnastics,medtop:20000947,hoop (rhythmic gymnastics),Mixture of dance and gymnastic moves,A hoop is rolled and thrown whilst performing a dance routine.
medtop:20000951,rhythmic gymnastics,medtop:20000952,ribbon (rhythmic gymnastics),Mixture of dance and gymnastic moves,Gymnasts work through a pre-arranged routine whilst manipulating a spectacular length of ribbon.
medtop:20000951,rhythmic gymnastics,medtop:20000954,rope (rhythmic gymnastics),Mixture of dance and gymnastic moves,Jump and figure movements are performed while a rope is manipulated.
medtop:20001152,artistic gymnastics,medtop:20000944,beam (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,Gymnasts perform leaps and flips from the much feared balance beam just 10 cm wide.
medtop:20001152,artistic gymnastics,medtop:20000946,floor exercise (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,A gymnastics floor exercise on a 12m/sq matt.
medtop:20001152,artistic gymnastics,medtop:20000948,horizontal bar (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,"Gymnasts turn, spin and perform pirouettes around the horizontal bar."
medtop:20001152,artistic gymnastics,medtop:20000949,parallel bars (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,Gymnasts swing and turn with guile and grace around the parallel bars.
medtop:20001152,artistic gymnastics,medtop:20000950,pommel horse (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,Gymnasts perform an uninterrupted swing motion over a handled horse using balance and strength
medtop:20001152,artistic gymnastics,medtop:20000953,rings (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,Gymnasts perform feats of balance and strength from two suspended rings.
medtop:20001152,artistic gymnastics,medtop:20000956,uneven bars (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,Gymnasts run through an airborne routine swinging around and between the uneven bars.
medtop:20001152,artistic gymnastics,medtop:20000957,vault (artistic gymnastics),Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women,Gymnasts propel themselves by jumping on a trampoline after running quickly down a 25m lane
medtop:20000942,gymnastics,medtop:20000951,rhythmic gymnastics,A sport consisting of a variety of disciplines in which gymnasts perform artistic and acrobatic moves using different apparatus.,Mixture of dance and gymnastic moves
medtop:20000942,gymnastics,medtop:20000955,trampoline,A sport consisting of a variety of disciplines in which gymnasts perform artistic and acrobatic moves using different apparatus.,Competitors perform complicated twists and turns whilst bouncing on the trampoline.
medtop:20000942,gymnastics,medtop:20001152,artistic gymnastics,A sport consisting of a variety of disciplines in which gymnasts perform artistic and acrobatic moves using different apparatus.,Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women
medtop:20000960,horse racing,medtop:20000961,flat racing,Mounted horse races.,A horse race over a flat course.
medtop:20000960,horse racing,medtop:20000962,harness racing,Mounted horse races.,Horses hitched to a jockeyed buggy race round a flat course. Can be performed at a trotting gait or a pacing gait.
medtop:20000960,horse racing,medtop:20000963,steeple chase,Mounted horse races.,"A mounted horse race over at least eight classic obstacles, four of which must be different, such as the water jump, spruce fences, mud walls etc."
medtop:20000965,ice hockey,medtop:20000966,sledge hockey,Two teams of six heavily padded skaters try and outscore each other by hitting a puck into the opponents goal.,Like ice hockey but instead of skates small sledges are used. Competitors move by pushing with the arms
medtop:20001157,martial arts,medtop:20000969,judo,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",A defensive martial art.
medtop:20001157,martial arts,medtop:20000977,jukendo,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",Japanese traditional martial art using a model rifle made of wood. 'Juken' means a rifle or gun with blade (bayonet)
medtop:20001157,martial arts,medtop:20000983,karate,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.","A martial art where chops, punches, kicks and throws are used to defeat an opponent."
medtop:20001157,martial arts,medtop:20000984,kendo,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.","Japanese traditional martial art using a bamboo sword, sometimes called Japanese fencing"
medtop:20001157,martial arts,medtop:20000985,kyudo,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.","Japanese traditional martial art using a bamboo bow and arrows, sometimes called Japanese archery"
medtop:20001157,martial arts,medtop:20001009,naginata,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",Japanese traditional martial art using a pole sword made of wood. 'Naginata' means a spear with a curved blade
medtop:20001157,martial arts,medtop:20001084,Taekwon-Do,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",A martial art of Korean origin
medtop:20001157,martial arts,medtop:20001102,wushu,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",Chinese traditional martial art
medtop:20001157,martial arts,medtop:20001231,mixed martial arts,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",A full-contact combat sport using techniques from various combat sports and martial arts
medtop:20001157,martial arts,medtop:20001308,krav maga,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.","Fighting and self-defence sport that combines elements from aikido, boxing, judo, karate and wrestling"
medtop:20001157,martial arts,medtop:20001310,kickboxing,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",Stand-up combat sport based on kicking and punching an opponent
medtop:20001157,martial arts,medtop:20001311,sambo (martial art),"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.",Style of martial art originating in the Soviet Union that is recognised as a form of amateur wrestling
medtop:20000969,judo,medtop:20000970,extra lightweight (judo),A defensive martial art.,Up to 60kg for men and 48kg for women.
medtop:20000969,judo,medtop:20000971,half-heavyweight (judo),A defensive martial art.,Up to 100kg for men and 78kg for women.
medtop:20000969,judo,medtop:20000972,half-lightweight (judo),A defensive martial art.,Up to 73kg for men and 57kg for women.
medtop:20000969,judo,medtop:20000973,half-middleweight (judo),A defensive martial art.,Up to 81kg for men and 63kg for women
medtop:20000969,judo,medtop:20000974,heavyweight (judo),A defensive martial art.,Open but usually over 100kg for men and over 78kg for women
medtop:20000969,judo,medtop:20000975,lightweight (judo),A defensive martial art.,Up to 66kg for men and 52kg for women.
medtop:20000969,judo,medtop:20000976,middleweight (judo),A defensive martial art.,Up to 90kg for men and 70kg for women.
medtop:20000979,kayaking,medtop:20000980,K1 (kayaking),Competition involving kayaks where the paddler sits with their legs facing forward using a double-bladed paddle,An enclosed boat with the competitor sitting on a fixed seat for one person using a double bladed paddle
medtop:20000979,kayaking,medtop:20000981,K2 (kayaking),Competition involving kayaks where the paddler sits with their legs facing forward using a double-bladed paddle,An enclosed boat with the competitor sitting on a fixed seat for two people using double bladed paddles
medtop:20000979,kayaking,medtop:20000982,K4 (kayaking),Competition involving kayaks where the paddler sits with their legs facing forward using a double-bladed paddle,An enclosed boat with the competitor sitting on a fixed seat for four people using double bladed paddles
medtop:20000991,motor car racing,medtop:20000992,endurance race,Racing with cars,Races for one or more drivers over a long and set distance or time
medtop:20000991,motor car racing,medtop:20000993,F3000,Racing with cars,"Using less powerful motors than the Formula One, designated construction teams race over varied circuits the world over in speed races for individual and team honours over a season."
medtop:20000991,motor car racing,medtop:20000994,Formula One,Racing with cars,Single cockpit car racing where 20 or so competitors race head to head over varied circuits around the world to win Grand Prix points in an individual and constructors championship
medtop:20000991,motor car racing,medtop:20000995,Indy Racing,Racing with cars,North American top range professional league speed racing over circuits.
medtop:20000991,motor car racing,medtop:20000996,motor car rallycross,Racing with cars,Stage races over dirt tracks
medtop:20000991,motor car racing,medtop:20000997,motor car rallying,Racing with cars,"A season of endurance races over closed circuits including dirt tracks, roads and even snowy conditions featuring specials using adapted road cars with a driver and co-pilot."
medtop:20000998,motorcycling,medtop:20000999,motorcycle endurance,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",A road race of consistency and endurance
medtop:20000998,motorcycling,medtop:20001000,enduro,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars","A race of speed, endurance and regularity over varied surfaces such as through forests and on dirt tracks"
medtop:20000998,motorcycling,medtop:20001001,grass-track,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",A race competed on turf
medtop:20000998,motorcycling,medtop:20001002,moto-ball,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",Team sport where drivers play a ball
medtop:20000998,motorcycling,medtop:20001003,moto-cross,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",Raced over dirt tracks featuring severe mounds
medtop:20000998,motorcycling,medtop:20001004,motoGP,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",Capacity class 1000ccm
medtop:20000998,motorcycling,medtop:20001005,motorcycle rallying,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",Races run over regular roads
medtop:20000998,motorcycling,medtop:20001006,side-cars,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",Of different engine sizes but attached to a side car featuring a passenger
medtop:20000998,motorcycling,medtop:20001007,speedway,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",Race involving up to six riders competing over a flat oval track. Speedway motorcycles use only one gear and have no brakes
medtop:20000998,motorcycling,medtop:20001008,motorcycling trial,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars",A race of consistency and endurance over varied terrain
medtop:20001011,orienteering,medtop:20001012,ski orienteering,An individual time-trial over a route marked out by beacons. The competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map,"An individual ski time-trial over a route marked out by beacons, that the competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map"
medtop:20001017,rodeo,medtop:20001018,bareback bronc,A discipline where wild horses or bulls must be mounted and mastered,Rodeo discipline
medtop:20001017,rodeo,medtop:20001019,barrel racing,A discipline where wild horses or bulls must be mounted and mastered,Rodeo discipline
medtop:20001017,rodeo,medtop:20001020,bull riding,A discipline where wild horses or bulls must be mounted and mastered,Rodeo discipline
medtop:20001017,rodeo,medtop:20001021,bulldogging,A discipline where wild horses or bulls must be mounted and mastered,Rodeo discipline
medtop:20001017,rodeo,medtop:20001022,calf roping,A discipline where wild horses or bulls must be mounted and mastered,Rodeo discipline
medtop:20001017,rodeo,medtop:20001023,goat roping,A discipline where wild horses or bulls must be mounted and mastered,Rodeo discipline
medtop:20001017,rodeo,medtop:20001024,saddle bronc,A discipline where wild horses or bulls must be mounted and mastered,Rodeo discipline
medtop:20001155,roller sports,medtop:20001025,roller hockey,"Various competitions using wheeled equipment such as roller skates, inline skates, and skateboards.","Team sport similar to ice hockey, executed on 4 wheel roller skates with sticks and a ball"
medtop:20001155,roller sports,medtop:20001156,skateboarding,"Various competitions using wheeled equipment such as roller skates, inline skates, and skateboards.",Competitions involving stunts and acrobatic feats performed on a skateboard using various ramps and other obstacles
medtop:20001026,rowing,medtop:20001027,coxed four,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Four person boats with just one oar each and with a team mate to give directions
medtop:20001026,rowing,medtop:20001028,coxed pair,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Two person boats with just one oar each and with a team mate to give directions
medtop:20001026,rowing,medtop:20001029,coxless four,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Four person boats with just one oar each and without a team mate to give directions
medtop:20001026,rowing,medtop:20001030,coxless pair,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Two person boats with just one oar each and without a team mate to give directions
medtop:20001026,rowing,medtop:20001031,double sculls,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Two person boats with two oars each
medtop:20001026,rowing,medtop:20001032,coxed eight,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Eight person boats with just one oar each and with a team mate to give directions
medtop:20001026,rowing,medtop:20001033,quadruple sculls,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Four person boats with two oars each and without a team mate to give directions
medtop:20001026,rowing,medtop:20001034,single sculls,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers",Single person boats with two oars
medtop:20001176,rugby,medtop:20001035,rugby league,"A form of football developed in Rugby (England) played with an oval ball that may be kicked, carried and passed from hand to hand. Points are scored when one team carries the ball over the other team's goal line or kicks the ball between two goal posts.",A type of rugby where two teams of 13 compete on a pitch by running with and passing an oval ball. Points are scored by touching down the ball behind the goal line or kicking it between goal posts. Governed by Rugby League International Federation.
medtop:20001176,rugby,medtop:20001036,rugby union,"A form of football developed in Rugby (England) played with an oval ball that may be kicked, carried and passed from hand to hand. Points are scored when one team carries the ball over the other team's goal line or kicks the ball between two goal posts.",A type of rugby where two teams of 15 compete on a pitch by running with and passing an oval ball. Points are scored by touching down the ball behind the goal line or kicking it between goal posts. Governed by the World Rugby organization.
medtop:20001176,rugby,medtop:20001037,rugby sevens,"A form of football developed in Rugby (England) played with an oval ball that may be kicked, carried and passed from hand to hand. Points are scored when one team carries the ball over the other team's goal line or kicks the ball between two goal posts.",A type of rugby union where two teams of 7 compete on a pitch by running with and passing an oval ball. Points are scored by touching down the ball behind the goal line or kicking it between goal posts. Governed by the World Rugby organization.
medtop:20001038,sailing,medtop:20001039,multihull,Sailing boat racing over a route,Sailing boats with multiple hulls
medtop:20001038,sailing,medtop:20001040,dinghy,Sailing boat racing over a route,Single hulled vessel without a fixed keel
medtop:20001038,sailing,medtop:20001041,keelboat,Sailing boat racing over a route,Single hulled vessel with a fixed keel
medtop:20001038,sailing,medtop:20001042,sailing regatta,Sailing boat racing over a route,Sailing event
medtop:20001038,sailing,medtop:20001043,ocean sailing,Sailing boat racing over a route,Sailing vessels across oceans as part of a competitive race.
medtop:20001038,sailing,medtop:20001044,round the world race,Sailing boat racing over a route,Sailing vessels around the world as a race
medtop:20001038,sailing,medtop:20001045,solo ocean sailing,Sailing boat racing over a route,"Sailing oceans as an individual, as part of a race."
medtop:20001038,sailing,medtop:20001046,non-stop solo race,Sailing boat racing over a route,Races either clockwise or anti clockwise around the globe without stopping at any ports between start and finish of race.
medtop:20001049,sport shooting,medtop:20001050,pistol shooting,"Precision sport using a hand gun, rifle or shotgun",Shooting event using a pistol
medtop:20001049,sport shooting,medtop:20001051,rifle shooting,"Precision sport using a hand gun, rifle or shotgun",Shooting event using a rifle
medtop:20001049,sport shooting,medtop:20001052,running target shooting,"Precision sport using a hand gun, rifle or shotgun",Shooting event with an airgun and a target that moves sideways
medtop:20001049,sport shooting,medtop:20001053,shotgun shooting,"Precision sport using a hand gun, rifle or shotgun",Shooting event using a shotgun
medtop:20001049,sport shooting,medtop:20001054,clay pigeon shooting,"Precision sport using a hand gun, rifle or shotgun","Shooting event which involves shooting at special flying targets, known as clay pigeons or clay targets"
medtop:20001056,skiing,medtop:20001057,alpine skiing,A winter sport using different types of skis,Racing downhill on snow-covered slopes using alpine techniques and equipment. The slopes contain intermediate gates which are spaced according to the discipline involved.
medtop:20001056,skiing,medtop:20001058,freestyle skiing,A winter sport using different types of skis,"Skiing competitions which, in contrast to alpine skiing, incorporate acrobatic moves and jumps. Events include aerials, halfpipe, slopestyle, ski cross, moguls and big air."
medtop:20001056,skiing,medtop:20001059,grass skiing,A winter sport using different types of skis,Alpine skiing on roller skis and grass
medtop:20001056,skiing,medtop:20001060,Nordic skiing,A winter sport using different types of skis,"Practiced in relatively-flat, snowy countryside and based on power and endurance."
medtop:20001056,skiing,medtop:20001061,ski jumping,A winter sport using different types of skis,"Competitors descend a snow covered elevated ramp on skis and try to fly off it as far as possible, receiving marks for distance, style of flight and landing"
medtop:20001056,skiing,medtop:20001149,cross-country skiing,A winter sport using different types of skis,"Nordic ski race competed in relatively-flat, snowy countryside on narrow skis."
medtop:20001056,skiing,medtop:20001150,Nordic combined,A winter sport using different types of skis,Competition combining cross-country skiing and ski jumping
medtop:20001056,skiing,medtop:20001153,Telemark skiing,A winter sport using different types of skis,Races combining downhill and cross-country skiing events with unique Telemark techniques and equipment.
medtop:20001056,skiing,medtop:20001390,ski mountaineering,A winter sport using different types of skis,A winter sport that combines skiing and mountaineering that involves climbing mountains on skis or by foot and then skiing down
medtop:20001071,swimming,medtop:20001072,backstroke,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,"Swimming style, on the back, legs move in flapping motion whilst arms propel the swimmer forward"
medtop:20001071,swimming,medtop:20001073,breaststroke,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,"Swimming style , on the front, effecting forward and outward push movements with the arms and backward and outward pushes with the legs"
medtop:20001071,swimming,medtop:20001074,butterfly swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,"Swimming style , swum on the front with the shoulders remaining parallel to the water both arms moving in simultaneous windmill fashion, the legs remain together and are moved in a flapping motion. The most physical of all styles."
medtop:20001071,swimming,medtop:20001075,freestyle swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,"Any swimming style may be employed, though front crawl is universally employed"
medtop:20001071,swimming,medtop:20001076,medley swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,A combination of four different swimming styles in one race
medtop:20001071,swimming,medtop:20001077,marathon swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,A long distance open water swimming
medtop:20001071,swimming,medtop:20001078,relay freestyle swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,Team of swimmers swim a relay in the swimming style of their choice
medtop:20001071,swimming,medtop:20001079,relay medley swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,Team relay race involving a combination of four different swimming styles
medtop:20001071,swimming,medtop:20001080,short course swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home,Races competed in a 25m length pool
medtop:20001175,artistic swimming,medtop:20001081,synchronised free routine,"A sport in which swimmers, in solo, duet or team configurations, perform coordinated or identical movements in time to music. They are judged and are awarded points for body position, control, and the degree of difficulty of the moves.","In the free programme, music, movements and their order of execution are not restricted."
medtop:20001175,artistic swimming,medtop:20001082,synchronised technical routine,"A sport in which swimmers, in solo, duet or team configurations, perform coordinated or identical movements in time to music. They are judged and are awarded points for body position, control, and the degree of difficulty of the moves.","Contestants obtain points from 10 sitting judges by executing certain synchronised artistic shapes and movements in the water. In the technical programme, competitors must execute a range of specific moves in a given order."
medtop:20001089,volleyball,medtop:20001090,beach volleyball,"Two teams of six record points by hitting a ball over a net into the opponent's half of the court, keeping it in the air at all times. Points are won when opponents fail to return the ball.","Two teams of two players compete on a sand court. Unlike indoor volleyball, points are scored only when the serving team wins a rally or forces an error. The sand surface makes it more physically demanding than volleyball"
medtop:20001093,weightlifting and powerlifting,medtop:20001094,clean and jerk (weightlifting),A strength test where competitors lift as heavy a weight as possible,The bar is first lifted to the shoulders and then jerk it above the head and keep it there while maintaining straight legs
medtop:20001093,weightlifting and powerlifting,medtop:20001095,powerlifting,A strength test where competitors lift as heavy a weight as possible,A strength test where competitors lift as heavy a weight as possible
medtop:20001093,weightlifting and powerlifting,medtop:20001096,snatch (weightlifting),A strength test where competitors lift as heavy a weight as possible,The bar must be lifted from floor to above the head in one movement
medtop:20001098,wrestling,medtop:20001099,freestyle wrestling,"Combat sport where each wrestler attempts to win over his adversary, by holding both shoulders on the ground (fall) long enough to be in control. Points can also be decisive.",A style where leg holds are allowed
medtop:20001098,wrestling,medtop:20001100,greco-roman,"Combat sport where each wrestler attempts to win over his adversary, by holding both shoulders on the ground (fall) long enough to be in control. Points can also be decisive.",A style where the only holds allowed are those between the head and the belt
medtop:20001098,wrestling,medtop:20001101,Swiss wrestling,"Combat sport where each wrestler attempts to win over his adversary, by holding both shoulders on the ground (fall) long enough to be in control. Points can also be decisive.",Traditional Swiss sport similar to wrestling with specific rules
medtop:20001104,drug use in sport,medtop:20001105,drug abuse in sport,"Drug use associated with sport activities, including doping, abuse, testing and permitted medical uses",Using drugs to improve competitiveness in sports
medtop:20001104,drug use in sport,medtop:20001106,drug testing in sport,"Drug use associated with sport activities, including doping, abuse, testing and permitted medical uses",Means and ways to check the use of drugs in sports
medtop:20001104,drug use in sport,medtop:20001107,medical drug use in sport,"Drug use associated with sport activities, including doping, abuse, testing and permitted medical uses",Use of drugs for medical reasons as permitted by sport regulators
medtop:20001108,sport event,medtop:20001109,continental championship,An event featuring one or more sport competitions,A competition where individuals or teams from countries from one continent may participate. Called a *Championship*
medtop:20001108,sport event,medtop:20001110,continental cup,An event featuring one or more sport competitions,A competition where individuals or teams from countries from one continent may participate. Called a *Cup*
medtop:20001108,sport event,medtop:20001111,continental games,An event featuring one or more sport competitions,A competition where individuals or teams from countries from one continent may participate. Called *Games*
medtop:20001108,sport event,medtop:20001112,international championship,An event featuring one or more sport competitions,A competition where individuals or teams from different countries may participate. Called a *Championship*
medtop:20001108,sport event,medtop:20001113,international cup,An event featuring one or more sport competitions,A competition where individuals or teams from different countries may participate. Called a *Cup*
medtop:20001108,sport event,medtop:20001114,international games,An event featuring one or more sport competitions,A competition where individuals or teams from different countries may participate. Called *Games*
medtop:20001108,sport event,medtop:20001115,national championship,An event featuring one or more sport competitions,A competition where individuals or teams from one country may participate. Called a *Championship*
medtop:20001108,sport event,medtop:20001116,national cup,An event featuring one or more sport competitions,A competition where individuals or teams from one country may participate. Called a *Cup*
medtop:20001108,sport event,medtop:20001117,national games,An event featuring one or more sport competitions,A competition where individuals or teams from one country may participate. Called *Games*
medtop:20001108,sport event,medtop:20001118,regional championship,An event featuring one or more sport competitions,A competition where individuals or teams from a region of a country may participate. Called a *Championship*
medtop:20001108,sport event,medtop:20001119,regional cup,An event featuring one or more sport competitions,A competition where individuals or teams from a region of a country may participate. Called a *Cup*
medtop:20001108,sport event,medtop:20001120,regional games,An event featuring one or more sport competitions,A competition where individuals or teams from a region of a country may participate. Called *Games*
medtop:20001108,sport event,medtop:20001121,world championship,An event featuring one or more sport competitions,A competition where individuals or teams from the five continents may participate. Called *World Championship*
medtop:20001108,sport event,medtop:20001122,world cup,An event featuring one or more sport competitions,A competition where individuals or teams from the five continents may participate. Called *World Cup*
medtop:20001108,sport event,medtop:20001123,world games,An event featuring one or more sport competitions,A competition where individuals or teams from the five continents may participate. Called *World Games*
medtop:20001108,sport event,medtop:20001177,Olympic Games,An event featuring one or more sport competitions,Games organised by the International Olympic Committee and held each 4 years in summer or winter.
medtop:20001108,sport event,medtop:20001178,Paralympic Games,An event featuring one or more sport competitions,Games for disabled athletes organised by the International Paralympic Committee and held each 4 years in winter or summer
medtop:20001108,sport event,medtop:20001341,regular competition,An event featuring one or more sport competitions,A competitive sporting season where teams or individuals contend for a place in the standings or rankings
medtop:20001108,sport event,medtop:20001342,playoff championship,An event featuring one or more sport competitions,"A competitive tournament, often played after the regular season of a sports league by the top competitors to determine the league champion or a similar accolade. Can also apply to an all-in elimination tournament meant to produce a final champion."
medtop:20001108,sport event,medtop:20001343,final game,An event featuring one or more sport competitions,"Single game that determines the winner of a championship, such as the Super Bowl or Champions League Final"
medtop:17000000,weather,medtop:20001128,weather forecast,"The study, prediction and reporting of meteorological phenomena",The long- or short-term meteorological prediction and reporting of the upcoming weather for a given region
medtop:17000000,weather,medtop:20001129,weather phenomena,"The study, prediction and reporting of meteorological phenomena","Short- or long-term meteorological phenomena worthy of study, reporting or public advisory such as climate change, storms, heat waves or tornadoes"
medtop:17000000,weather,medtop:20001130,weather statistic,"The study, prediction and reporting of meteorological phenomena","Numerical facts about the weather such as temperature, barometric pressure, river levels, humidity or high and low tides"
medtop:17000000,weather,medtop:20001131,weather warning,"The study, prediction and reporting of meteorological phenomena",Alerts issued to the public about severe or notable weather in their area
medtop:20001137,stock recommendation,medtop:20001138,buy recommendation,An analyst's recommendation for particular stocks. May include the analyst s price target for the stock.,An analyst's recommendation to buy particular stocks. May include the analyst s price target for the stock.
