qcode,label,parents,definition
medtop:20001070,surfing,medtop:20000822,Water sport where contestants catch and ride waves upright on a surfboard
medtop:20001071,swimming,medtop:20000822,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home
medtop:20001072,backstroke,medtop:20001071,"Swimming style, on the back, legs move in flapping motion whilst arms propel the swimmer forward"
medtop:20001073,breaststroke,medtop:20001071,"Swimming style , on the front, effecting forward and outward push movements with the arms and backward and outward pushes with the legs"
medtop:20001074,butterfly swimming,medtop:20001071,"Swimming style , swum on the front with the shoulders remaining parallel to the water both arms moving in simultaneous windmill fashion, the legs remain together and are moved in a flapping motion. The most physical of all styles."
medtop:20001075,freestyle swimming,medtop:20001071,"Any swimming style may be employed, though front crawl is universally employed"
medtop:20001076,medley swimming,medtop:20001071,A combination of four different swimming styles in one race
medtop:20001077,marathon swimming,medtop:20001071,A long distance open water swimming
medtop:20001078,relay freestyle swimming,medtop:20001071,Team of swimmers swim a relay in the swimming style of their choice
medtop:20001079,relay medley swimming,medtop:20001071,Team relay race involving a combination of four different swimming styles
medtop:20001080,short course swimming,medtop:20001071,Races competed in a 25m length pool
medtop:20001081,synchronised free routine,medtop:20001175,"In the free programme, music, movements and their order of execution are not restricted."
medtop:20001082,synchronised technical routine,medtop:20001175,"Contestants obtain points from 10 sitting judges by executing certain synchronised artistic shapes and movements in the water. In the technical programme, competitors must execute a range of specific moves in a given order."
medtop:20001083,table tennis,medtop:20000822,"A racquet sport for two or four (in doubles), who compete at a table divided by a net using a small bat to play a lightweight ball"
medtop:20001084,Taekwon-Do,medtop:20001157,A martial art of Korean origin
medtop:20001085,tennis,medtop:20000822,"A sport where two players, four in doubles, equipped with a racket compete by hitting the ball over a net into the opponent's side of the court with the aim of putting it out of reach within the regulation lines, thus winning points."
medtop:20001086,ten pin bowling,medtop:20000822,A game in which a player scores points by trying to knock down ten 'pins' using a ball - if unsuccessful the player has a second attempt. A game consists of ten frames.
medtop:20001087,triathlon,medtop:20000822,"An endurance multi-sport where competitors first swim, then cycle and then run a road race. Distances vary according to the competition."
medtop:20001088,tug-of-war,medtop:20000822,Two teams pulling against each other on a rope
medtop:20001089,volleyball,medtop:20000822,"Two teams of six record points by hitting a ball over a net into the opponent's half of the court, keeping it in the air at all times. Points are won when opponents fail to return the ball."
medtop:20001090,beach volleyball,medtop:20001089,"Two teams of two players compete on a sand court. Unlike indoor volleyball, points are scored only when the serving team wins a rally or forces an error. The sand surface makes it more physically demanding than volleyball"
medtop:20001091,water polo,medtop:20000822,"Played in a pool between two teams of 7, who must stay afloat and can only use one hand to pass the ball or swim with it before trying to throw it into the opponents net to score goals."
medtop:20001092,water skiing,medtop:20000822,On one or two skis contestants are pulled by a power boat along the water's surface
medtop:20001093,weightlifting and powerlifting,medtop:20000822,A strength test where competitors lift as heavy a weight as possible
medtop:20001094,clean and jerk (weightlifting),medtop:20001093,The bar is first lifted to the shoulders and then jerk it above the head and keep it there while maintaining straight legs
medtop:20001095,powerlifting,medtop:20001093,A strength test where competitors lift as heavy a weight as possible
medtop:20001096,snatch (weightlifting),medtop:20001093,The bar must be lifted from floor to above the head in one movement
medtop:20001097,windsurfing,medtop:20000822,Contestants must complete a marked out course as fast as possible on a windsurf board
medtop:20001098,wrestling,medtop:20000822,"Combat sport where each wrestler attempts to win over his adversary, by holding both shoulders on the ground (fall) long enough to be in control. Points can also be decisive."
medtop:20001099,freestyle wrestling,medtop:20001098,A style where leg holds are allowed
medtop:20001100,greco-roman,medtop:20001098,A style where the only holds allowed are those between the head and the belt
medtop:20001101,Swiss wrestling,medtop:20001098,Traditional Swiss sport similar to wrestling with specific rules
medtop:20001102,wushu,medtop:20001157,Chinese traditional martial art
medtop:20001103,disciplinary action in sport,medtop:15000000,"Actions, including fines and suspensions levied by sports organisations and teams"
medtop:20001104,drug use in sport,medtop:15000000,"Drug use associated with sport activities, including doping, abuse, testing and permitted medical uses"
medtop:20001105,drug abuse in sport,medtop:20001104,Using drugs to improve competitiveness in sports
medtop:20001106,drug testing in sport,medtop:20001104,Means and ways to check the use of drugs in sports
medtop:20001107,medical drug use in sport,medtop:20001104,Use of drugs for medical reasons as permitted by sport regulators
medtop:20001108,sport event,medtop:15000000,An event featuring one or more sport competitions
medtop:20001109,continental championship,medtop:20001108,A competition where individuals or teams from countries from one continent may participate. Called a *Championship*
medtop:20001110,continental cup,medtop:20001108,A competition where individuals or teams from countries from one continent may participate. Called a *Cup*
medtop:20001111,continental games,medtop:20001108,A competition where individuals or teams from countries from one continent may participate. Called *Games*
medtop:20001112,international championship,medtop:20001108,A competition where individuals or teams from different countries may participate. Called a *Championship*
medtop:20001113,international cup,medtop:20001108,A competition where individuals or teams from different countries may participate. Called a *Cup*
medtop:20001114,international games,medtop:20001108,A competition where individuals or teams from different countries may participate. Called *Games*
medtop:20001115,national championship,medtop:20001108,A competition where individuals or teams from one country may participate. Called a *Championship*
medtop:20001116,national cup,medtop:20001108,A competition where individuals or teams from one country may participate. Called a *Cup*
medtop:20001117,national games,medtop:20001108,A competition where individuals or teams from one country may participate. Called *Games*
medtop:20001118,regional championship,medtop:20001108,A competition where individuals or teams from a region of a country may participate. Called a *Championship*
medtop:20001119,regional cup,medtop:20001108,A competition where individuals or teams from a region of a country may participate. Called a *Cup*
medtop:20001120,regional games,medtop:20001108,A competition where individuals or teams from a region of a country may participate. Called *Games*
medtop:20001121,world championship,medtop:20001108,A competition where individuals or teams from the five continents may participate. Called *World Championship*
medtop:20001122,world cup,medtop:20001108,A competition where individuals or teams from the five continents may participate. Called *World Cup*
medtop:20001123,world games,medtop:20001108,A competition where individuals or teams from the five continents may participate. Called *World Games*
medtop:20001124,sport industry,medtop:15000000,Commercial issues related to sport
medtop:20001125,sport organisation,medtop:15000000,Organisations or associations that govern sports
medtop:20001126,sport venue,medtop:15000000,"Gymnasiums, stadiums, arenas or facilities where sports events take place"
medtop:20001128,weather forecast,medtop:17000000,The long- or short-term meteorological prediction and reporting of the upcoming weather for a given region
medtop:20001129,weather phenomena,medtop:17000000,"Short- or long-term meteorological phenomena worthy of study, reporting or public advisory such as climate change, storms, heat waves or tornadoes"
medtop:20001130,weather statistic,medtop:17000000,"Numerical facts about the weather such as temperature, barometric pressure, river levels, humidity or high and low tides"
medtop:20001131,weather warning,medtop:17000000,Alerts issued to the public about severe or notable weather in their area
medtop:20001132,cultural policy,medtop:20000621,Government policies related to the promotion and support of the arts
medtop:20001133,musical,medtop:20000029,A genre of music theatre in which singing and dancing play an essential part of the storytelling
medtop:20001134,operetta,medtop:20000029,A genre of music theatre that usually has a light or humorous theme where some of the libretto is usually spoken rather than sung.
medtop:20001135,art exhibition,medtop:20000038,"Temporary presentation of art in museums, art halls or galleries"
medtop:20001136,trade show or expo,medtop:20001371,Market place to display and trade goods or services
medtop:20001137,stock recommendation,medtop:20000396,An analyst's recommendation for particular stocks. May include the analyst s price target for the stock.
medtop:20001138,buy recommendation,medtop:20001137,An analyst's recommendation to buy particular stocks. May include the analyst s price target for the stock.
medtop:20001139,hold recommendation,medtop:20001137,An analyst's recommendation to hold particular stocks. May include the analyst s price target for the stock.
medtop:20001140,sell recommendation,medtop:20001137,An analyst's recommendation to sell particular stocks. May include the analyst s price target for the stock.
medtop:20001141,hot stock,medtop:20000396,Remarkable price movements of a particular stock.
medtop:20001142,recreational hiking and climbing,medtop:20000560,Sportive activities in the mountains including climbing and hiking
medtop:20001143,party,medtop:20000565,"A social gathering of invited guests, often involving eating, drinking, dancing or the playing of games"
medtop:20001144,civilian service,medtop:20000594,Unpaid service for the community as civilian
medtop:20001145,military service,medtop:20000599,Service by an individual in an army or militia. Service may be on a volunteer basis or a result of an involuntary draft or government requirement.
medtop:20001146,integration policy,medtop:20000621,Improving the co-existence of groups of the society
medtop:20001147,sports policies,medtop:20000621,"Government policies regulating sports, including sports betting, performance enhancing drug laws and the promition of sports to children for health purposes"
medtop:20001148,sports transaction,medtop:15000000,"The transfer of an athlete from one team to another, the hiring or drafting of an athlete onto a team or the change in professional status of a player on a team"
medtop:20001149,cross-country skiing,medtop:20001056,"Nordic ski race competed in relatively-flat, snowy countryside on narrow skis."
medtop:20001150,Nordic combined,medtop:20001056,Competition combining cross-country skiing and ski jumping
medtop:20001151,short track speed skating,medtop:20000822,Races competed by four or more skaters at a time on a small oval ice track
medtop:20001152,artistic gymnastics,medtop:20000942,Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women
medtop:20001153,Telemark skiing,medtop:20001056,Races combining downhill and cross-country skiing events with unique Telemark techniques and equipment.
medtop:20001154,chess,medtop:20000822,"Competition between two players using a chequered board with 16 pieces to each side, each with specific ranges of movement depending on their identity"
medtop:20001155,roller sports,medtop:20000822,"Various competitions using wheeled equipment such as roller skates, inline skates, and skateboards."
medtop:20001156,skateboarding,medtop:20001155,Competitions involving stunts and acrobatic feats performed on a skateboard using various ramps and other obstacles
medtop:20001157,martial arts,medtop:20000822,"Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defence, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development."
medtop:20001158,start-up and entrepreneurial business,medtop:20000349,"The process of designing, launching and running a new business"
medtop:20001159,public contract,medtop:20000192,"Written contracts between companies and public authorities for the execution of works, the supply of products or the provision of services."
medtop:20001160,handicrafts,medtop:20000243,The creators and sellers of crafts and the making and selling of the supplies used to make those crafts
medtop:20001161,Internet of Things,medtop:20000225,"A network of devices using microchips, electronic sensors and communication by the Internet"
medtop:20001162,asset management,medtop:20001370,Managing investments on behalf of others
medtop:20001163,client relationship management,medtop:20000192,Creating and maintaining a relationship with the customers to increase sales.
medtop:20001164,payment service,medtop:20001371,"Services for executing payments including cash, cheque, credit card, debit card, direct debit, electronic funds transfer, internet banking, electronic and mobile payment."
medtop:20001165,capital goods,medtop:20000294,Durable goods used in the production of other goods or services.
medtop:20001166,railway manufacturing,medtop:20000294,Manufactures of rolling stock and suppliers for the maintenance and repair of railroads
medtop:20001167,medical equipment,medtop:20001354,Manufacture of medical and surgical devices for diagnosis and treatment such as optical and imaging equipment
medtop:20001168,pet product and service,medtop:20000243,"Hygiene products, care and nutrition for pets"
medtop:20001169,e-cigarette,medtop:20000322,An electronic cigarette is a battery-operated device with an atomizer and a cartridge containing either a nicotine or a non-nicotine liquid solution.
medtop:20001170,logistics,medtop:20000337,"Supply chain, inventory management and transportation of products."
medtop:20001171,sharing economy,medtop:20000344,Peer-to-peer-based sharing of access to goods and services
medtop:20001172,small and medium enterprise,medtop:20000349,"A small and medium enterprise (SME) is a company whose number of employees, balance and turnover cannot exceed certain limits set by the country where it is located"
medtop:20001173,regulatory authority,medtop:20000593,Authority responsible for the regulation or supervision of a business sector.
medtop:20001174,regional development policy,medtop:20000621,"Government or private policies, such as business incentives, aimed at the development of a region"
medtop:20001175,artistic swimming,medtop:20000822,"A sport in which swimmers, in solo, duet or team configurations, perform coordinated or identical movements in time to music. They are judged and are awarded points for body position, control, and the degree of difficulty of the moves."
medtop:20001176,rugby,medtop:20000822,"A form of football developed in Rugby (England) played with an oval ball that may be kicked, carried and passed from hand to hand. Points are scored when one team carries the ball over the other team's goal line or kicks the ball between two goal posts."
medtop:20001177,Olympic Games,medtop:20001108,Games organised by the International Olympic Committee and held each 4 years in summer or winter.
medtop:20001178,Paralympic Games,medtop:20001108,Games for disabled athletes organised by the International Paralympic Committee and held each 4 years in winter or summer
medtop:20001179,series,medtop:20000002,A connected set of fictional or non-fictional program episodes that run under the same title.
medtop:20001180,drama (theatre),medtop:20000029,A genre of theatre where dramatic or comedic plays are performed on the stage
medtop:20001181,festival,medtop:20000002,"Events showcasing artistic endeavours, often regularly occurring, such as dance, music, theatre, poetry or comedy festivals"
medtop:20001182,social media,medtop:20000045,Content created to be shared within online social networks
medtop:20001183,eSports,medtop:20000822,Competitions involving video games played by professional gamers
medtop:20001184,hip hop,medtop:20000021,A genre of music developed in African American communities in the United States in the 1970s which consists of rapping usually with an electronic backing
medtop:20001185,r&b,medtop:20000021,A genre of music originated in African American communities in the 1940s and featuring soulful vocals
medtop:20001186,heavy metal,medtop:20000021,"A genre of loud, aggressive rock music that was developed in the late 1960s and early 1970s"
medtop:20001187,dance band music,medtop:20000021,"A Swedish genre of music characterized by music inspired by swing, schlager, country, jazz and rock that is often danced to in pairs"
medtop:20001188,electronic dance music,medtop:20000021,"A genre of music that employs electronic instruments and is primarily made for nightclubs, raves, and festivals"
medtop:20001189,children's music,medtop:20000021,A genre of music featuring songs composed and performed for children
medtop:20001190,stand-up comedy,medtop:20000029,"A comic style in which a comedian performs a series of jokes or stories in front of a live audience, usually speaking directly to them"
medtop:20001191,cabaret,medtop:20000029,"A form of theatrical entertainment featuring music, song, dance, recitation, or drama that is performed in a nightclub or restaurant while the audience eats or drinks at tables"
medtop:20001192,influencers,medtop:20001182,Persons who distribute content on internet forums and social media and are followed by many people thereby influencing them to buy and use products
medtop:20001193,sexual misconduct,medtop:20000802,"Unwanted behaviour of a sexual nature that is of lesser offense than felony sexual assault, particularly when behaviour occurs in a normally non-sexual situation, or where there is some aspect of personal power or authority involved"
medtop:20001194,accounting crime,medtop:20000087,"The intentional misrepresentation or alteration of accounting records regarding sales, revenues, expenses and other factors"
medtop:20001195,tax evasion,medtop:20000097,"The illegal evasion of taxes by individuals, corporations, and trusts"
medtop:20001196,reckless driving,medtop:20000082,"Serious traffic violations that are likely to, or have led to, the endangerment, injury or death of a person or persons, or the endangerment of or significant property damage"
medtop:20001197,administrative law,medtop:20000121,Body of law that governs the actions of governmental administrative agencies
medtop:20001198,court-ordered psychiatric treatment,medtop:20000134,"Psychiatric treatment imposed upon persons with mental health conditions in prisons and jails or as a condition of probation, supervision or parole"
medtop:20001199,suspended sentence,medtop:20000134,Legal arrangement where a judge delays the serving of a sentence by a person who has been found guilty of a crime in order to give them a probationary period
medtop:20001200,dropped criminal investigation,medtop:20000131,When police and/or prosecutors end an investigation without a conclusion
medtop:20001201,wildlife traffic accident,medtop:20000147,Traffic accidents involving wild animals
medtop:20001202,wildfire,medtop:20000150,An uncontrolled fire in an area of combustible vegetation
medtop:20001203,textile arts,medtop:20000031,"Arts and crafts that use plant, animal, or synthetic fibres to construct practical or decorative object"
medtop:20001204,woodworking,medtop:20000031,"The activity or skill of making items, such as furniture or cabinets, from wood"
medtop:20001205,forging,medtop:20000031,"The shaping of metal using localized compressive forces, such as heating and hammering"
medtop:20001206,self-employment,medtop:20000509,A situation in which an individual works for themselves as a freelancer or business owner instead of working for an employer that pays a salary or a wage
medtop:20001207,biofuel,medtop:20000256,"Fuel that is derived from biomass, such as ethanol"
medtop:20001208,geothermal power,medtop:20000257,Thermal energy that is generated and stored in the Earth
medtop:20001209,solar power,medtop:20000257,Electricity generated and harvested from the sun's rays
medtop:20001210,hydroelectric power,medtop:20000257,Electricity produced from hydropower when water flows through turbines
medtop:20001211,wind power,medtop:20000257,"Electricity that is generated by kinetic energy of wind, usually produced by windmills or turbines"
medtop:20001212,religious school,medtop:20000400,School that has a religious component in its operations or its curriculum
medtop:20001213,state school,medtop:20000400,"Schools maintained by public funds, usually government-imposed taxes"
medtop:20001214,private school,medtop:20000400,Schools maintained by private funds and organisations
medtop:20001215,independent school,medtop:20000400,"Schools funded by money from taxes via government, but run by companies, organisations or cooperatives"
medtop:20001216,vocational education,medtop:05000000,Education that provides students with practical experience and training in a particular occupational field. It is sometimes referred to as career education or technical education
medtop:20001217,educational grading,medtop:05000000,"The evaluation of a student's achievement on a test, assignment or course and the policies and methods around assigning those grades"
medtop:20001218,pandemic,medtop:20000449,An epidemic of infectious disease that has spread across a large region or even worldwide
medtop:20001219,drug rehabilitation,medtop:20000464,"Medical or psychotherapeutic treatment for dependency on substances such as alcohol, prescription and controlled drugs"
medtop:20001220,general practice,medtop:20000487,The treatment of a wide range of acute and long-term medical conditions and symptoms
medtop:20001221,emergency care,medtop:20000464,"Immediate care of patients with critical medical emergencies, either inside or outside of a hospital"
medtop:20001222,orthopaedics,medtop:20000487,A medical specialisation that focuses on conditions involving the musculoskeletal system
medtop:20001223,oncology,medtop:20000487,"A medical specialisation that focuses on the prevention, diagnosis, and treatment of cancer"
medtop:20001224,radiology,medtop:20000487,A medical specialisation that focuses on the use of medical imaging (such as x-rays) and radiation to diagnose and sometimes also treat diseases within the body
medtop:20001225,eye care,medtop:20000487,"The medical profession and field of study devoted to diagnosing, preventing and treating eye conditions"
medtop:20001226,surgical medicine,medtop:20000487,"A medical specialisation that focuses on the treatment of injuries or disorders of the body by incision or manipulation, especially with instruments"
medtop:20001227,psychiatry,medtop:20000487,"A medical specialisation that focuses on the diagnosis, prevention and treatment of mental disorders"
medtop:20001228,surgery,medtop:20000464,The use of incisions made by medical instruments to investigate or treat a medical condition or injury
medtop:20001229,healthcare clinic,medtop:20000461,"Local medical facility or doctor's office associated with a general medicine practice, staffed by one or many doctors, focusing on outpatient treatment or giving recommendations to visit a specialist or hospital"
medtop:20001230,"environmental, social and governance policy (ESG)",medtop:20000199,"A company's business practices reflecting responsible social, ethical and environmental policies, sometimes known as corporate social responsibility"
medtop:20001231,mixed martial arts,medtop:20001157,A full-contact combat sport using techniques from various combat sports and martial arts
medtop:20001232,elderly care,medtop:20000817,The long-term care of the elderly provided by residential institutions or by paid daily help in the home
medtop:20001233,name ceremony,medtop:20000501,"Event at which an infant, youth, or adult is given a name"
medtop:20001234,graduation,medtop:20000501,"A ceremony, also known as commencement, at which a person receives a diploma or academic degree"
medtop:20001235,funeral and memorial service,medtop:20000501,A ceremony to memorialise a deceased person
medtop:20001236,wedding,medtop:20000501,"Marriage ceremony and the events and parties surrounding it, such as wedding receptions, engagement parties, bridal showers and hen or stag parties"
medtop:20001237,anniversary,medtop:08000000,The celebration or commemoration of a significant amount of years since an event or a notable person's birth or death
medtop:20001238,birthday,medtop:08000000,A celebration on the anniversary of a person's birth.
medtop:20001239,exercise and fitness,medtop:20001339,"Physical activity with the purpose to maintain and improve health and wellness, gain stamina or for enjoyment"
medtop:20001240,bodybuilding,medtop:20000822,"Competitions where participants perform specific poses to display their muscles that have been strengthened and enlarged through strenuous exercise. Competitors are judged based on criteria such as symmetry, muscularity and conditioning."
medtop:20001241,horseback riding,medtop:20000560,The riding of horses for leisure or light exercise.
medtop:20001242,steeplechase (athletics),medtop:20000827,Obstacle race in athletics including barriers and water jumps
medtop:20001243,oil and gas,medtop:20000256,"The exploration, extraction, refining, transporting and marketing of petroleum products and natural gas"
medtop:20001244,utilities,medtop:20000209,"The providing of basic services to the public, such as supplying water, waste removal, heating and cooling"
medtop:20001245,infrastructure projects,medtop:20000235,"The construction of the fundamental facilities and systems serving a country, city, or other area, including roads, bridges, dams, tunnels, telecommunications and electrical grids"
medtop:20001246,commercial building,medtop:20000235,"The construction of buildings for commerce and business, including office buildings, retail shops, restaurants, hotels and stadiums"
medtop:20001247,collecting,medtop:20000550,"The hobby of seeking, locating, acquiring, organising, cataloguing, displaying, storing or maintaining items that are of interest to an individual collector"
medtop:20001248,cosmetics,medtop:20000011,"Products applied to the body to enhance appearance, such as lipstick, eyeliner, foundation and nail polish, and the trends surrounding the application of these products"
medtop:20001249,hairstyles,medtop:20000011,Trends surrounding the cutting and styling of hair
medtop:20001250,body modification,medtop:20000572,"Actions taken to permanently or semi-permanently change body appearance, such as piercing and tattooing"
medtop:20001251,tattooing,medtop:20001250,"A form of body modification where a design is made by inserting ink, dyes and pigments into the dermis layer of the skin to permanently change the pigment"
medtop:20001252,piercing,medtop:20001250,"A form of body modification involving the puncturing or cutting of a part of the human body, creating an opening in which jewellery may be worn or where an implant could be inserted"
medtop:20001253,cooking and baking,medtop:20000568,Interest in preparing meals or baked goods
medtop:20001254,"beer, wine and spirits",medtop:20000568,"Interest in the consumption, production and collection of alcoholic beverages"
medtop:20001255,home renovation,medtop:20000570,Interest in renovating one's property
medtop:20001256,interior decoration,medtop:20000570,Interest in decorating one's home
medtop:20001257,gardening,medtop:20000570,Interest in working in one's garden
medtop:20001258,consumer electronics,medtop:20000243,"Electronic devices, such as computers, smart phones or televisions, designed and sold for personal use"
medtop:20001259,political party convention,medtop:20000593,"Meeting of political party to nominate a candidate, choose a party leader or set policy"
medtop:20001260,political committee,medtop:20000593,A legislative sub-group that focuses on a specific area or action
medtop:20001261,head of government,medtop:20000593,The highest official in the executive branch of a political entity
medtop:20001262,public inquiry,medtop:20000593,"An official review of events or actions ordered by a government body, including royal commissions"
medtop:20001263,church elections,medtop:20000574,Elections to choose leaders to run church organisations at various levels
medtop:20001264,infrastructure policy,medtop:20000621,"Policies regarding the development and maintenance of the fundamental facilities of a country, city or other area, such as communication, transportation and distribution networks"
medtop:20001265,local government policy,medtop:20000621,Policies for the development and maintenance of a local government area
medtop:20001266,political debates,medtop:20000574,Organised debates between political candidates during their election campaign
medtop:20001267,Midsummer,medtop:20000552,Northern European celebrations that accompany the Summer solstice
medtop:20001268,National day,medtop:20000552,A designated day to celebrate a nation
medtop:20001269,New year,medtop:20000552,The celebration of the end of one calendar year and the start of next
medtop:20001270,Halloween,medtop:20000551,"A celebration observed in a number of countries on 31 October with activities including trick-or-treating, wearing costumes, carving pumpkins, visiting haunted attractions, telling scary stories and watching horror films"
medtop:20001271,All Saints Day,medtop:20000690,"Christian festival celebrated in honour of all the saints, known and unknown. Holiday is also known as All Hallows' Day, Hallowmas, Feast of All Saints or Solemnity of All Saints."
medtop:20001272,Walpurgis night,medtop:20000690,"The eve of the Christian feast day of Saint Walpurga, an 8th-century abbess in Francia, celebrated on the night of 30 April and the day of 1 May"
medtop:20001273,baptism,medtop:20000696,"A Christian religious rite, sometimes also called a Christening, involving the sprinkling of holy water onto a person's forehead or immersing them in water, symbolising purification and admission to the Church"
medtop:20001274,contraception,medtop:20000784,A method or device used to prevent pregnancy
medtop:20001275,gig economy,medtop:20000523,"a labour market consisting of individual suppliers on short-term contracts or freelance work as opposed to permanent jobs, such as drivers or delivery workers"
medtop:20001276,parental leave,medtop:20000509,Time off work to give birth or care for a child
medtop:20001277,volunteering,medtop:20000509,Unpaid work undertaken freely by individuals as a service to others
medtop:20001278,cooperative,medtop:20000349,"An organisation which is owned and run jointly by its members, who share the profits or benefits of their work"
medtop:20001279,cryptocurrency,medtop:20000355,An internet-based medium of exchange using cryptography to conduct financial transactions
medtop:20001280,hurricane,medtop:20000157,"A type of storm also called a tropical cyclone, which forms over tropical or subtropical waters"
medtop:20001281,racquetball,medtop:20000822,A racquet sport similar to squash in which the ball must bounce once before being struck and with a greater area of in-bound play
medtop:20001282,ringette,medtop:20000822,A team sport usually played on ice by skaters using a straight stick. Players pass and shoot a rubber ring in order to place it in the opponent's goal
medtop:20001283,human smuggling and trafficking,medtop:20000082,"The illegal transporting of people from one country or area to another. When the result is forced labour or sexual exploitation, the crime is considered trafficking."
medtop:20001284,bullying,medtop:20000802,"Taking actions meant to harm, coerce and intimidate another person perceived as vulnerable. These actions can be taken in person or online."
medtop:20001285,vandalism,medtop:20000082,Deliberately damaging or destroying public or private property
medtop:20001286,arm wrestling,medtop:20000822,A form of wrestling in which two participants grapple arm-to-arm
medtop:20001287,supreme and high court,medtop:20000107,"matters related to supreme or high courts, including nominations and rulings"
medtop:20001288,indigenous people,medtop:20000788,"People who are the original owners and caretakers of a given region, also known as native peoples, first peoples or aboriginal peoples, in contrast to groups that have settled, occupied or colonised the area more recently"
medtop:20001289,sales channel,medtop:20000209,Indirect or direct ways of bringing products or services to market so that they can be purchased by consumers
medtop:20001290,public housing,medtop:20000817,Housing that is owned or managed by a government or nonprofit organisation and rented to tenants with the aim of making housing affordable. Eligibility for such housing arrangements varies country to country.
medtop:20001291,heating and cooling,medtop:20001244,The business of supplying heat or cooling to private residences and commercial buildings
medtop:20001292,economic development incentive,medtop:20000345,"The offer of funds, financial incentive programmes or subsidies to stimulate businesses and the economy"
medtop:20001293,streaming service,medtop:20000304,"Providers of entertainment (music, movies, series, etc.) that deliver the content via an internet connection to the subscriber's computer, TV or mobile device"
medtop:20001294,crowdfunding,medtop:20000183,"The funding of a project or venture by raising small amounts of money from a large number of people, typically via the internet"
medtop:20001295,outsourcing,medtop:20000192,Business practice in which services or job functions are farmed out to a third party
medtop:20001296,shopping mall,medtop:20000252,A large building or series of connected buildings that contain a variety of retail stores and food vendors
medtop:20001297,shopping district and high street,medtop:20000252,Primary retail streets of towns or cities containing individual stores and restaurants
medtop:20001298,artificial intelligence,medtop:20000763,"An attempt to let computers simulate how the human brain works by applying statistical, heuristic or machine learning methods and algorithms to large datasets. Enables a long range of automatic functions like image recognition and categorisation."
medtop:20001299,surveillance,medtop:20000129,Monitoring the activities of the individual through the use of cameras and data in order to prevent or uncover criminal activities
medtop:20001300,privacy,medtop:20000587,The right of an individual or group to keep information about themselves private
medtop:20001301,sport achievement,medtop:15000000,Records or honours earned by athletes for their performance
medtop:20001302,sports record,medtop:20001301,The best performance to date by an athlete or team in a sport discipline
medtop:20001303,sports medal and trophy,medtop:20001301,"Award given to an athlete or team for placing in a sports competition, such as a gold medal at the Olympics or the Stanley Cup in ice hockey"
medtop:20001304,sports honour,medtop:20001301,"Honour given to a player for achievements over a career, season or single event, unrelated to event outcome, usually awarded by a panel of judges or a popular vote. Examples include player of the game, most valuable player award or hall of fame induction."
medtop:20001305,padel,medtop:20000822,Racquet sport typically played in doubles on an enclosed court
medtop:20001306,kiting,medtop:20000822,"Action sport where a person harnesses the power of the wind to propel themselves across water, land or snow on a board, snowboard or skis. Variations of the sport are called kiteboarding/kitesurfing, snowkiting or landkiting."
medtop:20001307,stand up paddleboarding (SUP),medtop:20000822,Water sport using a board and paddle to propel through the water while standing
medtop:20001308,krav maga,medtop:20001157,"Fighting and self-defence sport that combines elements from aikido, boxing, judo, karate and wrestling"
medtop:20001309,cheerleading,medtop:20000822,"Cheer squads competing against each other to perform a routine that includes stunts, jumps and tumbling set to music. Squads are judged on difficulty and execution."
medtop:20001310,kickboxing,medtop:20001157,Stand-up combat sport based on kicking and punching an opponent
medtop:20001311,sambo (martial art),medtop:20001157,Style of martial art originating in the Soviet Union that is recognised as a form of amateur wrestling
medtop:20001312,political leadership,medtop:20000593,Positions of leadership within political parties and discussion around whether leadership changes need to be made
medtop:20001313,shootings,medtop:20000082,An act of violence committed by individuals with the use of armed weapons
medtop:20001314,animal abuse,medtop:20000082,The infliction of cruelty or neglect onto animals by humans
medtop:20001315,zoo,medtop:20000553,A park where visitors can see both wild and tame animals that are kept in cages or enclosed areas
medtop:20001316,border dispute,medtop:20000638,Diplomatic issues between two countries regarding territorial borders
medtop:20001317,child care,medtop:20000817,"Services and facilities that look after children while their parents are working or away, including daycare centres and programmes"
medtop:20001318,pests,medtop:20000500,Animals or insects that invade a human space causing destruction or unsanitary conditions
medtop:20001319,disinformation and misinformation,medtop:20000045,The spread of false information regardless of intent
medtop:20001320,torture,medtop:20000082,Intentionally inflicting severe physical or psychological pain in order to punish the victim or get the victim to take an action or give information
medtop:20001321,drowning,medtop:20000139,"When a person's airpipe and lungs become filled with water causing death or injury, most often caused by falling into or bathing in rivers, lakes or the ocean"
medtop:20001322,poisoning,medtop:20000446,When a substance in sufficient quantity adversely affects the body and its functions
medtop:20001323,sports coaching,medtop:15000000,The staff responsible for the training and on-field management of a sports team
medtop:20001324,sports management and ownership,medtop:15000000,The executive leadership and owners of a sports team
medtop:20001325,sports officiating,medtop:15000000,"Referees, umpires and other staff who enforce the rules of a sport from on the field of play"
medtop:20001326,women's rights,medtop:20000587,"The rights of women to be treated equally as men, such as pay parity, feminism and bodily autonomy around abortion"
medtop:20001327,women,medtop:20000788,"People who identify as female, focusing on the group as a demographic, and accomplishments, such as the first woman to achieve a milestone or serve in a role"
medtop:20001328,men,medtop:20000788,"People who identify as male, focusing on the group as a demographic, and masculinity"
